Column,pk,name,equipment,teaching,typeAccessibility,contentURL,locality,province,postalCode,neighborhood,district,coordX,coordY,phone,fax,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,metro,address
222,5295,Colegio público rosa luxemburgo,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3f7813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28023,Aravaca,Moncloa-Aravaca,434574,4477995,913 570 212,913 570 661,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:30,Nan,Iii,2,Si,Si (c/ bardegueral y c/ seis de diciembre ),Nan,No,Toldos (5m²),"Porterías, canastas, castillos, arenero, juguetes infantiles","Alumbrado, fuentes ","2848,06",Nan,Algunos espacios no muy bien conservados,Parque del arroyo (200m),Pistas deportivas (400m), 160,Nan,Nan,Calle bardegueral 16
223,5298,Colegio público rufino blanco,"Horario ampliado, comedor, planes de mejora",Enseñanza: educacion infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=849813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28010,Trafalgar,Chamberi,440424,4476634,914 484 083,915 944 701,Nan,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Iii,3,No,Si,-,No,No,-,No,"1319,28",-,"Parque enrique herreros (200m), parque rios rosas (400m), parque santander (700m)","Biblioteca jose luis sampedro (500m), instalaciones deportivas canal (700m)",Nan," 3 , 12 , 37 , 149",Nan,Canal,Calle general alvarez de castro 46
224,5300,Colegio público sagunto,"Comedor, transporte, horario ampliado, planes de mejora",Enseñanza: educación infantil (segundo ciclo) - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=d9a813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28021,San Cristobal,Villaverde,441938,4466057,917 976 726,917 976 726,Nan,Ayuntamiento,Lunes-viernes continua,9:00-15:30,Actividades extraescolares 15:30-15:30,-,Iii,3,Si,Si (c/ paterna),Principal del centro,No,No,"Porterías, canastas",Alumbrado,"1042,48",Regular (necesita repintado),Nan,Nan,Nan,"59 , 79", san cristóbal de los angeles,Nan,Calle paterna 14
225,5301,Colegio público san benito,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=2fb813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28027,Concepcion,Ciudad Lineal,445139,4477270,913 670 800 - 913 680 735,913 570 800,Nan,Comunidad,Lunes-viernes continua,9:00-16:00,-,-,Iii,1,-,Si,-,No,No,-,No,"1898,46",-,"Parque juan perez zuñiga (190m), parque pablo raez (450m)","Instalacion deportiva (400m), polideportivo la concepcion (800m)",Nan," 21 , 70",Nan,Nan,Calle juan perez zuñiga 36
226,5302,Colegio público san carlos,Planes de mejora,Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=74d813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28021,San Andres,Villaverde,439602,4466184,917 966 105,917 979 728,Nan,Ayuntamiento,Lunes-viernes continua,9:00-15:00,-,-,Iii,1,Si,Si (c/ villastar),C/ geología,No,Porche (200m²),Canastas,Alumbrado,"234,57",Regular (deterioro y falta de elementos de seguridad),Nan,Nan,Nan,"22, 79 , 130", villaverde alto,Nan,Calle villastar 8
227,5303,Colegio público san cristóbal,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c9e813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28015,Arapiles,Chamberi,440254,4476549,914 481 381,914 480 206,Nan,Comunidad,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-17:30,-,Iii,1,No,Si (pza mancomunidad de san cristobal),-,No,No,"Parque infantil, canastas, jardín vertical",No,"-1,20e-08",Mejorable (pendientes de iniciativa de reparación),"Plaza parroquia de san cristobal (50m), parque enrique herreros (350m), parque santander (700m)","Casa de cultura y participación chamberi (60m), biblioteca jose luis sampedro (650m), centro cultural galileo (750m)",No tiene patio propio. el alumnado sale a la zona de acceso libre de la plaza de la mancomunidad de san cristóbal," 3 , 12 , 37 , 149",Nan,Canal,Calle bravo murillo 41
228,5304,Colegio público san eugenio y san isidro,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=1ff813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28005,Acacias,Arganzuela,440331,4472630,914 737 711,914 737 785,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,-,-,Iii,1,Si,No,-,Si,Soportal (10*3m),"Porterías, canastas",No,"786,4",Bueno,"Parque redondo (150m), plaza de peñuelas (250m), parque de peñuelas (300m)","Espacio tabacalera (600m), cdm peñuelas (600m), biblioteca pio baroja (650m)",Nan,"34 , 36 , 116 , 118 , 119 , circular 127 , 148"," pirámides , embajadores","Embajadores , acacias",Calle peñuelas 31
229,5305,Colegio público san ignacio de loyola,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=641913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28025,Abrantes,Carabanchel,438851,4470931,915 651 989,914 698 461,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Nan,-,Iii,1,Si,No,-,No,Porche pequeño,"Porterías, canastas, bancos",Fuente,"3822,66",Aceptable,Nan,Nan,Nan," 47 , 55 , 247",Nan,"Opañel , plaza elíptica",Avenida abrantes 1
230,6028,Colegio público san ildefonso,"Horario ampliado, comedor, planes de mejora",Enseñanza: educacion infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e605ae10c471c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28005,Palacio,Centro,439577,4473851,913 643 923,913 641 170,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Iii,2,Si,Si,-,No,Patio cubierto,"Porterías, canastas",Alumbrado débil ,"533,2",Bueno,"Plaza de la paja (6m), jardín de las vistillas (250m)","Biblioteca iván de vargas (300m), polideportivo plaza cebada (400m)",Nan,"31 , 50 , 65 , 3 , 148",Nan, latina,Calle alfonso vi 1
231,5306,Colegio público san isidoro,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil (segundo ciclo) - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b92913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28014,Pacifico,Retiro,442188,4473100,915 514 845,915 015 983,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-18:00,Nan,Iii,1,Si,Si (c/ fuenterrabía),Acceso principal del centro,No,"Porche, toldos","Canastas, bancos",Alumbrado,"329,679",Bueno (convendría repintar),Parque del retiro (400m),Cdm daoiz y velarde (700m),Nan,"10 , 14 , 26 , 32", atocha,"Atocha , menéndez pelayo",Calle fuenterrabia 15
232,5308,Colegio público san juan bautista,"Comedor, horario ampliado, planes de mejora, convenio con bristish council",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0f3913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28043,San Juan Bautista,Ciudad Lineal,444118,4478043,914 131 225,915 194 638,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Iii,2,No (escaleras),No,-,Si (10m),Si (10m²),"Porterías, canastas",Fuente,"3136,212",Bueno,"Parque san juan bautista (290m), parque felix rodriguez de la fuente (750m)","Centro cultural san juan bautista (210m), cdm san juan bautista (400m)",Nan, 53,Nan,Nan,Calle sorzano 1
233,5309,Colegio público san juan bosco,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=545913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28017,Ventas,Ciudad Lineal,444640,4474545,914 053 610,914 043 233,Nan,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-17:00,"Liga de baloncesto, sábados 9:00-15:00",Iii,2,Si (patio primaria),Si (c/ sta irene),-,No,Pérgola (20x5m),"Porterías, canastas, postes voley, columpios",No,"1282,23",Mejorable (elementos muy deteriorados),Parque la elipa (0m),"Polideportivo san lamberto (250m), cdm la elipa (600m)",Nan," 110 , 113 , 210",Nan,Nan,Calle santa irene 2
234,5310,Colegio público san juan de la cruz,"Comedor, horario ampliado, planes de mejora",Enseñanza: educacion infantil - primaria - enseñanza biling&amp;uuml;e,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a96913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28016,Nueva España,Chamartin,442495,4479193,913 453 044,913 509 861,Nan,Ayuntamiento,Lunes-viernes,9:00-16:00,"Actividades extraescolares 16:00-17:00 , ampliación de horario 17:00-17:45",-,Iii,2 (infantil y primaria),Si (un patio),Si (a patio infantil),-,Si,Porches (solo primaria),"Canastas, porterías, bancos (solo primaria)",Alumbrado,"894,98",Bueno,"Jardín gloria fuertes (500m), parque juan de la cosa (500m)",Centro cultural colonias históricas (950m),Nan," 11 , 14 , 16, 29, 40 , 51 ,150",Nan,Colombia,Calle honduras 10
235,5311,Colegio público san miguel,"Comedor, transporte, horario ampliado -planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=fe7913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28033,Pinar Del Rey,Hortaleza,444713,4480618,917 639 281,917 639 281,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-19:00,-,Iii,2,Si,Si (c/ costa del sol),Principal del centro,No,No,"Porterías, canastas, gradas",Alumbrado,"1208,652",Bueno,Nan,Nan,Forman parte de un programa de patios abiertos," 9 , 107 , 72",Nan,Nan,Avenida virgen del carmen 32
236,5312,Colegio público san pablo,"Horario ampliado, comedor, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=449913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28038,Portazgo,Puente De Vallecas,444683,4471183,913 031 550,913 031 550,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,I,2  (uno al otro lado de la calle),Si,Si,Si,Sí,Porche,"Porterías, canastas, columpios","Alumbrado débil, fuente","1068,617",Muy bueno,"Parque azorín (300m), parque cerro del tío pío (900m)","Biblioteca portazgo (650m), cdm vallecas (700m)",Nan," 54 , 58 , 103 , 143",Nan,Buenos aires,Plaza pe&amp;ntilde;a morraz 1
237,5313,Colegio público san roque,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=99a913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28021,San Andres,Villaverde,440281,4466495,917 962 774,917 100 003,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,-,-,Ii,1,Si,Si (c/ san genaro),Nan,Si,No,"Porterías, canastas","Alumbrado, fuentes","675,39",Bueno,Nan,Nan,Nan,"22 , 79, 86, 130 , 131", puente alcocer,Nan,Calle oxigeno 43
238,5314,Colegio público santa maría,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=eeb913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28005,Embajadores,Centro,440017,4473076,915 275 281,914 673 704,Nan,Comunidad,Lunes-viernes partida,9:00-16:00,-,-,Iii,2,Si,Si (c/ ribera de curtidores),C/ casino,No,No,"Portería, canasta, columpios","Alumbrado, fuente","786,58",Bueno,"Parque casino de la reina (0m), jardín del rastro (210m)","Espacio tabacalera (350m), biblioteca pedro salinas (500m), ",Nan,", 34 , 36 , 41 , 60 , 116 , 118 , 119 , 148", embajadores,"Embajadores, acacias",Calle casino 7
239,5315,Colegio público santo domingo,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=34d913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28038,Portazgo,Puente De Vallecas,445184,4471469,917 785 293,913 037 833,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-23:00,"Escuelas deportivas, clubs y asociaciones deportivas lunes-sábado",Ii,1,Si,Si,-,Sí,"Porche, árboles","Porterías, canastas, columpios, bancos",Alumbrado,"2911,2",Bueno,Parque lineal de palomeras (700m),Cd nuevas palomeras (750m),Nan," 54 , 58 , 103 , 143",Nan,Alto del arenal,Calle san feliu de guixols 7
240,5316,Colegio público tirso de molina,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=89e913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28045,Legazpi,Arganzuela,441597,4471521,915 278 932,914 683 695,Cp.tirsodemolina.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,"Recreo, clases de ed. física, celebraciones  y extraescolares",I,2,Si,Si,-,Si (patio principal),Si (patio secundario),"Porterías, canastas","Alumbrado, fuente","3155,34",Bueno,"Parque de antracita (6m), parque tierno galván (400m)",Cdm arganzuela (450m),Nan," 62, 148, 156",Nan,Arganzuela-planetario,Calle bronce 1
241,5317,Colegio público tomás bretón,"Transporte, comedor, horario ampliado, integración preferente (motóricos)",Enseñanza: educación infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=def913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28005,Imperial,Arganzuela,439254,4472520,913 642 214,913 667 387,Cp.tomasbreton.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-18:00,"Clases colegio chino sabados y domingos, campeonatos deportivos",Iii,1,No,Si,-,Si,No,"Porterías, canastas",Alumbrado,"2868,92",Bueno (recién arreglado),"Madrid río (200m), jardín concha piquer (300m)",Instalación deportiva julián gonzález (800m), colegio de educacion especial.," 17 , 36 , 50",Nan,Pirámides,Calle alejandro dumas 4
242,42016,Colegio público valdebernardo,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=6ad7598d1351c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28032,Casco H.Vicalvaro,Vicalvaro,447573,4472716,913 713 523,913 051 773,Cp.valdebernardo.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Iii,2,Si* (zonas de difícil acceso),Si (c/ tren de arganda),C/ indalecio prieto,Si (en gimnasio),No,"Porterías, canastas, bancos, mesas",Fuentes,"5048,43",Regular (necesita mantenimiento),"Parque calahorra (0m), parque valdebernardo (140m)","Cdm faustina valladolid (550m), biblioteca francisco de ayala (600m)",Nan," 8 , 30, 71, 100, 130",Nan,Valdebernardo,Calle tren de arganda 9
243,5318,Colegio público vasco núñez de balboa,"Comedor, transporte, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=241a13db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28034,Valverde,Fuencarral-El Pardo,441837,4483415,917 343 267 - 917 350 225,917 355 336,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Ii,1,Si,Si (c/ ntra sra de valverde),-,No,No,"Porterías, canastas, bancos",Alumbrado,"759,10 + 604,88",Mejorable,Nan,Nan,Nan,"66 , 137", fuencarral,Nan,Calle nuestra señora de valverde 149
244,5319,Colegio público vázquez de mella,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=792a13db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28005,Palacio,Centro,439422,4473742,913 654 878,913 665 312,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,Centro de día cruz roja 16:00-21:00,I,1,Si,Si (c/ yeseros),C/ don pedro,Sí,Si,"Columpio, arenero",Alumbrado,"401,12",Mejorable (una parte inutilizada),"Jardín de las vistillas (75m), parque de la cornisa (270m)",Polideportivo plaza cebada (600m),Nan," 3 , 25 , 39 , 148, circular",Nan,"La latina, puerta de toledo",Calle bailen 18
245,5320,Colegio público vicálvaro,"Comedor, transporte, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=ce3a13db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28032,Ambroz,Vicalvaro,449105,4473094,917 769 938 - 917 760 333,913 718 488,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,"Actividades de apoyo y refuerzo de la comunidad de madrid (de lunes a jueves de 16 a 18 horas) y la junta municipal (de lunes a jueves de 16 a 18 horas) y escuelas deportivas municipales (de lunes a jueves de 16 a 17 horas); actividades extraescolares del ampa, los viernes de 16 a 17 horas",Iii,1,Si,Si,-,No,Si (200m²),"Porterías, canastas, bancos, mesas ajedrez","Alumbrado, fuente","969,09",Mejorable (pistas muy deterioradas),Parque san cipriano (250m),"Cdm margot moles (600m), biblioteca vicálvaro (650m), centro cultural el madroño (650m)",Nan," 4 , 100 , 106",Nan,San cipriano,Calle forges 15
246,5325,Colegio público virgen del cerro,"Transporte, horario ampliado, comedor, planes de mejora, integración preferente (motóricos)",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e integración preferente: motóricos,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=145a13db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28038,Portazgo,Puente De Vallecas,444915,4471909,917 785 083,917 784 994,Cp.cerro.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-20:00,Asociaciones deportivas y culturales 16:00-22:00 y fines de semana,Iii,2,Si (accesibilidad total),Si (c/ pío felipe y c/ jadraque),Accesos principales c/ mohernando,No,No,"Porterías, canastas, juegos, bancos, papeleras","Alumbrado, fuentes","2998,7",Bueno,Parque cerro del tío pío (400m),"Polideportivo (550m), centro cultural alberto sanchez (850m)",Centro de preferencia motórica. frecuente actividad fuera de horario. ," 63 , 143 , e",Nan,Nan,Calle mohernando 1
247,5326,Colegio público virgen del cortijo,"Comedor, transporte, horario ampliado, integración preferente (trastorno generalizado del desarrollo)",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=696a13db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28050,Valdefuentes,Hortaleza,444064,4482049,917 661 215,913 844 438,Nan,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-18:30,-,Iii,4,Si (3 de los patios),Si (av. manoteras y c/ oña),-,Si,"Pérgola (patio 1, 70m²), porche (patio 2, 250m²)","Columpios, canastas","Alumbrado, fuente (patio 2)","3233,249",Regular (deficiencias en rampas y gradas),Nan,Nan,Nan," 150 , 174",Nan,Nan,Avenida manoteras 63
